step,threshold,score,prediction,true_label,frozen
159700,0.5,0.223235,0,1,0
159800,0.5,0.218625,0,1,0
159900,0.5,0.218625,0,1,0
160000,0.5,0.218625,0,1,0
160100,0.5,0.210115,0,1,0
160200,0.5,0.223235,0,1,0
160300,0.5,0.265969,0,1,0
160400,0.5,0.426091,0,1,0
160500,0.5,0.202511,0,1,0
160600,0.5,0.218625,0,1,0
160700,0.5,0.218625,0,1,0
160800,0.5,0.218625,0,1,0
160900,0.5,0.283354,0,1,0
161000,0.5,0.387224,0,1,0
161100,0.5,0.218625,0,1,0
161200,0.5,0.218625,0,1,0
161300,0.5,0.218625,0,1,0
161400,0.5,0.218625,0,1,0
161500,0.5,0.218625,0,1,0
161600,0.5,0.419234,0,1,0
161700,0.5,0.426376,0,1,0
161800,0.5,0.389922,0,1,0
161900,0.5,0.810831,1,1,0
162000,0.5,0.154367,0,1,0
162100,0.5,0.300698,0,1,0
162200,0.5,0.387224,0,1,0
162300,0.5,0.202511,0,1,0
162400,0.5,0.39709,0,1,0
162500,0.5,0.574713,1,1,0
162600,0.5,0.218625,0,1,0
162700,0.5,0.218625,0,1,0
162800,0.5,0.218625,0,1,0
162900,0.5,0.218625,0,1,0
163000,0.5,0.39709,0,1,0
163100,0.5,0.000817,0,0,0
163200,0.5,0.000805,0,0,0
163300,0.5,0.001342,0,0,0
163400,0.5,0.000805,0,0,0
163500,0.5,0.001565,0,0,0
163600,0.5,0.000862,0,0,0
163700,0.5,0.001565,0,0,0
163800,0.5,0.002972,0,0,0
163900,0.5,0.001493,0,0,0
164000,0.5,0.001565,0,0,0
164100,0.5,0.000857,0,0,0
164200,0.5,0.000857,0,0,0
164300,0.5,0.001493,0,0,0
164400,0.5,0.002785,0,0,0
164500,0.5,0.000918,0,0,0
164600,0.5,0.002788,0,0,0
164700,0.5,0.001095,0,0,0
164800,0.5,0.000857,0,0,0
164900,0.5,0.001002,0,0,0
165000,0.5,0.000913,0,0,0
165100,0.5,0.001002,0,0,0
165200,0.5,0.000862,0,0,0
165300,0.5,0.000814,0,0,0
165400,0.5,0.16564,0,1,0
165500,0.5,0.426376,0,1,0
165600,0.5,0.283354,0,1,0
165700,0.5,0.387224,0,1,0
165800,0.5,0.509516,1,1,0
165900,0.5,0.418218,0,1,0
166000,0.5,0.391155,0,1,0
166100,0.5,0.283354,0,1,1
166200,0.5,0.389922,0,1,1
166300,0.5,0.283354,0,1,1
166400,0.5,0.426376,0,1,1
166500,0.5,0.60458,1,1,1
166600,0.5,0.426091,0,1,1
166700,0.5,0.218625,0,1,1
166800,0.5,0.218625,0,1,1
166900,0.5,0.218625,0,1,1
167000,0.5,0.218625,0,1,1
167100,0.5,0.218625,0,1,1
167200,0.5,0.218625,0,1,1
167300,0.5,0.202511,0,1,1
167400,0.5,0.218625,0,1,1
167500,0.5,0.210115,0,1,1
167600,0.5,0.218625,0,1,1
167700,0.5,0.202511,0,1,1
167800,0.5,0.202511,0,1,1
167900,0.5,0.218625,0,1,1
168000,0.5,0.218625,0,1,1
168100,0.5,0.202511,0,1,1
168200,0.5,0.202511,0,1,1
168300,0.5,0.218625,0,1,1
168400,0.5,0.218625,0,1,1
168500,0.5,0.202511,0,1,1
168600,0.5,0.202511,0,1,1
168700,0.5,0.210115,0,1,1
168800,0.5,0.194471,0,1,1
168900,0.5,0.202511,0,1,1
169000,0.5,0.283354,0,1,1
169100,0.5,0.218625,0,1,1
169200,0.5,0.218625,0,1,1
169300,0.5,0.218625,0,1,1
169400,0.5,0.218625,0,1,1
169500,0.5,0.202511,0,1,1
169600,0.5,0.218625,0,1,1
169700,0.5,0.202511,0,1,1
169800,0.5,0.250626,0,1,1
169900,0.5,0.218625,0,1,1
170000,0.5,0.218625,0,1,1
170100,0.5,0.218625,0,1,1
170200,0.5,0.681744,1,1,1
170300,0.5,0.389922,0,1,1
170400,0.5,0.218625,0,1,1
170500,0.5,0.674462,1,1,1
170600,0.5,0.218625,0,1,1
170700,0.5,0.223235,0,1,1
170800,0.5,0.250626,0,1,1
170900,0.5,0.218625,0,1,1
171000,0.5,0.674462,1,1,1
171100,0.5,0.202511,0,1,0
171200,0.5,0.202511,0,1,0
171300,0.5,0.426376,0,1,0
171400,0.5,0.409943,0,1,0
171500,0.5,0.283354,0,1,0
171600,0.5,0.218625,0,1,0
171700,0.5,0.218625,0,1,0
171800,0.5,0.000889,0,0,0
171900,0.5,0.000805,0,0,0
172000,0.5,0.000805,0,0,0
172100,0.5,0.000805,0,0,0
172200,0.5,0.157296,0,0,0
172300,0.5,0.001434,0,0,0
172400,0.5,0.000805,0,0,0
172500,0.5,0.000805,0,0,0
172600,0.5,0.001387,0,0,0
172700,0.5,0.000818,0,0,0
172800,0.5,0.001342,0,0,0
172900,0.5,0.004216,0,0,0
173000,0.5,0.000805,0,0,0
173100,0.5,0.000805,0,0,0
173200,0.5,0.034281,0,0,0
173300,0.5,0.000803,0,0,0
173400,0.5,0.000805,0,0,0
173500,0.5,0.000805,0,0,0
173600,0.5,0.000801,0,0,0
173700,0.5,0.000816,0,0,0
173800,0.5,0.000794,0,0,0
173900,0.5,0.000805,0,0,0
174000,0.5,0.000805,0,0,0
174100,0.5,0.000805,0,0,0
174200,0.5,0.000918,0,0,0
174300,0.5,0.001095,0,0,0
174400,0.5,0.001095,0,0,0
174500,0.5,0.000862,0,0,0
174600,0.5,0.000862,0,0,0
174700,0.5,0.001095,0,0,0
174800,0.5,0.001493,0,0,0
174900,0.5,0.000862,0,0,0
175000,0.5,0.001095,0,0,0
175100,0.5,0.001942,0,0,0
175200,0.5,0.000862,0,0,0
175300,0.5,0.00198,0,0,0
175400,0.5,0.001565,0,0,0
175500,0.496046,0.001739,0,0,0
175600,0.488652,0.000862,0,0,0
175700,0.488652,0.00198,0,0,0
175800,0.488652,0.002785,0,0,0
175900,0.444608,0.000862,0,0,0
176000,0.426376,0.001097,0,0,0
176100,0.418218,0.001224,0,0,0
176200,0.411397,0.001363,0,0,0
176300,0.397511,0.25874,0,1,0
176400,0.426333,0.202511,0,1,0
176500,0.426376,0.218625,0,1,0
176600,0.426376,0.283964,0,1,1
176700,0.426376,0.250626,0,1,1
176800,0.426376,0.391155,0,1,1
176900,0.426376,0.16564,0,1,1
177000,0.426376,0.258349,0,1,1
177100,0.426376,0.300698,0,1,1
177200,0.426376,0.389922,0,1,1
177300,0.426376,0.165446,0,1,1
177400,0.426376,0.426376,1,1,1
177500,0.426376,0.761127,1,1,1
177600,0.426376,0.411397,0,1,1
177700,0.426376,0.389922,0,1,1
177800,0.426376,0.283354,0,1,1
177900,0.426376,0.218625,0,1,1
178000,0.426376,0.218625,0,1,1
178100,0.426376,0.218625,0,1,1
178200,0.426376,0.202511,0,1,1
178300,0.426376,0.218625,0,1,1
178400,0.426376,0.218625,0,1,1
178500,0.426376,0.218625,0,1,1
178600,0.426376,0.218625,0,1,1
178700,0.426376,0.194471,0,1,1
178800,0.426376,0.202511,0,1,1
178900,0.426376,0.202511,0,1,1
179000,0.426376,0.218625,0,1,1
179100,0.426376,0.202511,0,1,1
179200,0.426376,0.210115,0,1,1
179300,0.426376,0.218625,0,1,1
179400,0.426376,0.300698,0,1,1
179500,0.426376,0.402667,0,1,1
179600,0.426376,0.218625,0,1,1
179700,0.426376,0.218625,0,1,1
179800,0.426376,0.218625,0,1,1
179900,0.426376,0.300698,0,1,1
180000,0.426376,0.218625,0,1,1
180100,0.426376,0.391155,0,1,1
180200,0.426376,0.202511,0,1,1
180300,0.426376,0.283354,0,1,1
180400,0.426376,0.218625,0,1,1
180500,0.426376,0.218625,0,1,1
180600,0.426376,0.218625,0,1,1
180700,0.426376,0.218625,0,1,1
180800,0.426376,0.283354,0,1,1
180900,0.426376,0.223235,0,1,1
181000,0.426376,0.218625,0,1,1
181100,0.426376,0.218625,0,1,1
181200,0.426376,0.674462,1,1,1
181300,0.426376,0.223235,0,1,1
181400,0.426376,0.244397,0,1,1
181500,0.426376,0.250626,0,1,1
181600,0.5,0.202511,0,1,0
181700,0.5,0.144832,0,1,0
181800,0.5,0.202511,0,1,0
181900,0.5,0.218625,0,1,0
182000,0.5,0.202511,0,1,0
182100,0.5,0.463056,0,1,0
182200,0.5,0.391155,0,1,0
182300,0.5,0.283354,0,1,0
182400,0.5,0.218625,0,1,0
182500,0.5,0.229046,0,1,0
182600,0.5,0.426376,0,1,0
182700,0.5,0.218625,0,1,0
182800,0.5,0.000805,0,0,0
182900,0.5,0.001036,0,0,0
183000,0.5,0.001342,0,0,0
183100,0.5,0.000794,0,0,0
183200,0.5,0.000842,0,0,0
183300,0.5,0.000797,0,0,0
183400,0.5,0.000805,0,0,0
183500,0.5,0.010911,0,0,0
183600,0.5,0.001493,0,0,0
183700,0.5,0.002785,0,0,0
183800,0.5,0.00265,0,0,0
183900,0.5,0.001095,0,0,0
184000,0.5,0.00086,0,0,0
184100,0.5,0.000903,0,0,0
184200,0.5,0.001095,0,0,0
184300,0.5,0.000857,0,0,0
184400,0.5,0.000918,0,0,0
184500,0.5,0.001401,0,0,0
184600,0.5,0.000857,0,0,0
184700,0.5,0.000862,0,0,0
184800,0.5,0.002785,0,0,0
184900,0.5,0.00086,0,0,0
185000,0.5,0.000857,0,0,0
185100,0.5,0.000857,0,0,0
185200,0.5,0.000857,0,0,0
185300,0.5,0.000857,0,0,0
185400,0.5,0.001224,0,0,0
185500,0.5,0.00081,0,0,0
185600,0.5,0.217131,0,1,0
185700,0.5,0.283354,0,1,0
185800,0.5,0.426376,0,1,0
185900,0.5,0.778034,1,1,0
186000,0.5,0.16564,0,1,0
186100,0.5,0.389922,0,1,0
186200,0.5,0.4386,0,1,1
186300,0.5,0.397511,0,1,1
186400,0.5,0.283354,0,1,1
186500,0.5,0.387224,0,1,1
186600,0.5,0.770316,1,1,1
186700,0.5,0.426091,0,1,1
186800,0.5,0.426091,0,1,1
186900,0.5,0.218625,0,1,1
187000,0.5,0.218625,0,1,1
187100,0.5,0.202511,0,1,1
187200,0.5,0.218625,0,1,1
187300,0.5,0.402667,0,1,1
187400,0.5,0.397511,0,1,1
187500,0.5,0.761127,1,1,1
187600,0.5,0.218625,0,1,1
187700,0.5,0.260056,0,1,1
187800,0.5,0.681744,1,1,1
187900,0.5,0.232276,0,1,1
188000,0.5,0.615029,1,1,1
188100,0.5,0.265969,0,1,1
188200,0.5,0.202511,0,1,1
188300,0.5,0.202511,0,1,1
188400,0.5,0.391155,0,1,1
188500,0.5,0.761127,1,1,1
188600,0.5,0.283354,0,1,1
188700,0.5,0.402667,0,1,1
188800,0.5,0.218625,0,1,1
188900,0.5,0.391155,0,1,1
189000,0.5,0.283354,0,1,1
189100,0.5,0.218625,0,1,1
189200,0.5,0.265969,0,1,1
189300,0.5,0.218625,0,1,1
189400,0.5,0.426376,0,1,1
189500,0.5,0.218625,0,1,1
189600,0.5,0.761127,1,1,1
189700,0.5,0.16111,0,1,1
189800,0.5,0.202511,0,1,1
189900,0.5,0.218625,0,1,1
190000,0.5,0.218625,0,1,1
190100,0.5,0.218625,0,1,1
190200,0.5,0.202511,0,1,1
190300,0.5,0.223235,0,1,1
190400,0.5,0.411397,0,1,1
190500,0.5,0.426376,0,1,1
190600,0.5,0.39709,0,1,1
190700,0.5,0.218625,0,1,1
190800,0.5,0.202511,0,1,1
190900,0.5,0.202511,0,1,1
191000,0.5,0.218625,0,1,1
191100,0.5,0.426376,0,1,1
191200,0.5,0.2286,0,1,0
191300,0.5,0.674462,1,1,0
191400,0.5,0.218625,0,1,0
191500,0.5,0.218625,0,1,0
191600,0.5,0.218625,0,1,0
191700,0.5,0.218625,0,1,0
191800,0.5,0.218625,0,1,0
191900,0.5,0.000805,0,0,0
192000,0.5,0.000805,0,0,0
192100,0.5,0.000805,0,0,0
192200,0.5,0.003323,0,0,0
192300,0.5,0.000805,0,0,0
192400,0.5,0.000862,0,0,0
192500,0.5,0.002788,0,0,0
192600,0.5,0.002788,0,0,0
192700,0.5,0.000862,0,0,0
192800,0.5,0.000862,0,0,0
192900,0.5,0.001002,0,0,0
193000,0.5,0.000857,0,0,0
193100,0.5,0.000857,0,0,0
193200,0.5,0.000862,0,0,0
193300,0.5,0.000907,0,0,0
193400,0.5,0.000862,0,0,0
193500,0.5,0.002788,0,0,0
193600,0.5,0.000857,0,0,0
193700,0.5,0.001095,0,0,0
193800,0.5,0.001095,0,0,0
193900,0.5,0.001095,0,0,0
194000,0.5,0.000857,0,0,0
194100,0.5,0.000862,0,0,0
194200,0.5,0.000857,0,0,0
194300,0.5,0.000915,0,0,0
194400,0.5,0.218625,0,1,0
194500,0.5,0.218625,0,1,0
194600,0.5,0.218625,0,1,0
194700,0.5,0.418218,0,1,0
194800,0.5,0.224035,0,1,0
194900,0.5,0.39709,0,1,0
195000,0.5,0.248249,0,1,0
195100,0.5,0.39709,0,1,0
195200,0.5,0.218625,0,1,0
195300,0.5,0.218625,0,1,0
195400,0.5,0.218625,0,1,0
195500,0.5,0.223347,0,1,0
195600,0.5,0.218625,0,1,0
195700,0.5,0.000841,0,0,0
195800,0.5,0.000873,0,0,0
195900,0.5,0.000805,0,0,0
196000,0.5,0.000805,0,0,0
196100,0.5,0.000794,0,0,0
196200,0.5,0.000862,0,0,0
196300,0.5,0.000862,0,0,0
196400,0.5,0.000857,0,0,0
196500,0.5,0.000961,0,0,0
196600,0.5,0.000805,0,0,0
196700,0.5,0.000805,0,0,0
196800,0.5,0.000805,0,0,0
196900,0.5,0.001741,0,0,0
197000,0.5,0.001371,0,0,0
197100,0.5,0.000813,0,0,0
197200,0.5,0.000897,0,0,0
197300,0.5,0.000794,0,0,0
197400,0.5,0.001434,0,0,0
197500,0.5,0.000796,0,0,0
197600,0.5,0.000805,0,0,0
197700,0.5,0.000791,0,0,0
197800,0.5,0.000816,0,0,0
197900,0.5,0.000791,0,0,0
198000,0.5,0.000805,0,0,0
198100,0.5,0.000805,0,0,0
198200,0.5,0.000805,0,0,0
198300,0.5,0.000816,0,0,0
198400,0.5,0.000798,0,0,0
198500,0.5,0.001183,0,0,0
198600,0.5,0.000786,0,0,0
198700,0.5,0.000797,0,0,0
198800,0.5,0.000805,0,0,0
198900,0.5,0.000805,0,0,0
199000,0.5,0.001484,0,0,0
199100,0.5,0.003196,0,0,0
199200,0.5,0.000805,0,0,0
199300,0.5,0.000814,0,0,0
199400,0.5,0.000971,0,0,0
199500,0.5,0.001863,0,0,0
199600,0.5,0.000805,0,0,0
199700,0.5,0.003111,0,0,0
199800,0.5,0.000805,0,0,0
199900,0.5,0.003111,0,0,0
200000,0.426376,0.000805,0,0,0
200100,0.426376,0.001681,0,0,0
200200,0.426376,0.000794,0,0,0
200300,0.426376,0.000841,0,0,0
200400,0.392162,0.000813,0,0,0
200500,0.391155,0.000805,0,0,0
200600,0.218652,0.000794,0,0,0
200700,0.050397,0.000792,0,0,0
200800,0.049215,0.000805,0,0,0
200900,0.045345,0.000805,0,0,0
201000,0.045345,0.000805,0,0,0
201100,0.045345,0.000805,0,0,0
201200,0.045345,0.000874,0,0,0
201300,0.045345,0.000989,0,0,0
201400,0.045345,0.000805,0,0,0
201500,0.045345,0.000805,0,0,0
201600,0.045345,0.000805,0,0,0
201700,0.045345,0.000792,0,0,0
201800,0.045345,0.000842,0,0,0
201900,0.045345,0.000852,0,0,0
202000,0.052562,0.000872,0,0,0
202100,0.052562,0.001085,0,0,0
202200,0.052562,0.000805,0,0,0
202300,0.050785,0.000805,0,0,0
202400,0.050395,0.000946,0,0,0
202500,0.050396,0.000995,0,0,0
202600,0.052562,0.000805,0,0,0
202700,0.052562,0.000818,0,0,0
202800,0.052562,0.000813,0,0,0
202900,0.052562,0.000805,0,0,0
203000,0.052562,0.000805,0,0,0
203100,0.039338,0.000805,0,0,0
203200,0.03686,0.000805,0,0,0
203300,0.03686,0.000854,0,0,0
203400,0.03686,0.000958,0,0,0
203500,0.036884,0.00088,0,0,0
203600,0.035021,0.000852,0,0,0
203700,0.033194,0.000801,0,0,0
203800,0.033194,0.000998,0,0,0
203900,0.033194,0.000805,0,0,0
204000,0.033194,0.000805,0,0,0
204100,0.032577,0.000805,0,0,0
204200,0.028922,0.000805,0,0,0
204300,0.028922,0.000797,0,0,0
204400,0.027984,0.00096,0,0,0
204500,0.026773,0.00096,0,0,0
204600,0.025044,0.00136,0,0,0
204700,0.025044,0.000809,0,0,0
204800,0.021673,0.000949,0,0,0
204900,0.021673,0.000785,0,0,0
205000,0.01651,0.000805,0,0,0
205100,0.005619,0.000805,0,0,0
205200,0.005619,0.000805,0,0,0
205300,0.005619,0.000896,0,0,0
205400,0.005619,0.000813,0,0,0
205500,0.005309,0.000911,0,0,0
205600,0.005453,0.000961,0,0,0
205700,0.005306,0.000809,0,0,0
205800,0.005291,0.000805,0,0,0
205900,0.005291,0.002372,0,0,0
206000,0.005291,0.002045,0,0,0
206100,0.005291,0.000805,0,0,0
206200,0.005291,0.000988,0,0,0
206300,0.005307,0.001434,0,0,0
206400,0.005291,0.000805,0,0,0
206500,0.005291,0.000805,0,0,0
206600,0.005291,0.002176,0,0,0
206700,0.005832,0.002176,0,0,0
206800,0.005832,0.000917,0,0,0
206900,0.010231,0.000942,0,0,0
207000,0.00865,0.000805,0,0,0
207100,0.008653,0.000805,0,0,0
207200,0.005835,0.001224,0,0,0
207300,0.006014,0.000803,0,0,0
207400,0.005832,0.000805,0,0,0
207500,0.005835,0.001819,0,0,0
207600,0.005835,0.000877,0,0,0
207700,0.006187,0.000811,0,0,0
207800,0.008049,0.000805,0,0,0
207900,0.006187,0.002214,0,0,0
208000,0.006187,0.000805,0,0,0
208100,0.005835,0.000805,0,0,0
208200,0.007638,0.000811,0,0,0
208300,0.008612,0.000813,0,0,0
208400,0.008612,0.001324,0,0,0
208500,0.006187,0.001434,0,0,0
208600,0.007854,0.000805,0,0,0
208700,0.006808,0.001224,0,0,0
208800,0.007858,0.001097,0,0,0
208900,0.007854,0.002563,0,0,0
209000,0.007854,0.000805,0,0,0
209100,0.008049,0.003111,0,0,0
209200,0.009754,0.000791,0,0,0
209300,0.009754,0.000805,0,0,0
209400,0.009754,0.017427,1,0,0
209500,0.010093,0.000805,0,0,0
209600,0.009239,0.000805,0,0,0
209700,0.008645,0.000805,0,0,0
209800,0.008644,0.000797,0,0,0
209900,0.008644,0.000818,0,0,0
210000,0.008981,0.000805,0,0,0
210100,0.008981,0.000805,0,0,0
210200,0.008981,0.000915,0,0,0
210300,0.009234,0.000844,0,0,0
210400,0.009234,0.000815,0,0,0
210500,0.009234,0.000805,0,0,0
210600,0.009234,0.000875,0,0,0
210700,0.009234,0.000805,0,0,0
210800,0.009234,0.00125,0,0,0
210900,0.009754,0.000805,0,0,0
211000,0.009754,0.000805,0,0,0
211100,0.009754,0.000854,0,0,0
211200,0.009752,0.001004,0,0,0
211300,0.008637,0.000821,0,0,0
211400,0.008637,0.000936,0,0,0
211500,0.00898,0.050884,1,0,0
211600,0.010093,0.000805,0,0,0
211700,0.01041,0.000805,0,0,0
211800,0.010093,0.000971,0,0,0
211900,0.008644,0.000805,0,0,0
212000,0.008663,0.000853,0,0,0
212100,0.008644,0.00085,0,0,0
212200,0.007915,0.000877,0,0,0
212300,0.007864,0.000805,0,0,0
212400,0.007815,0.000866,0,0,0
212500,0.008087,0.000845,0,0,0
212600,0.007815,0.000805,0,0,0
212700,0.006955,0.000808,0,0,0
212800,0.006849,0.000805,0,0,0
212900,0.006849,0.001011,0,0,0
213000,0.006849,0.000805,0,0,0
213100,0.009227,0.000805,0,0,0
213200,0.009011,0.000805,0,0,0
213300,0.010244,0.004732,0,0,0
213400,0.011303,0.000805,0,0,0
213500,0.011303,0.000794,0,0,0
213600,0.011396,0.000787,0,0,0
213700,0.011396,0.003447,0,0,0
213800,0.011896,0.004885,0,0,0
213900,0.013903,0.000971,0,0,0
214000,0.014557,0.0008,0,0,0
214100,0.014797,0.000805,0,0,0
214200,0.014797,0.000805,0,0,0
214300,0.014797,0.000805,0,0,0
214400,0.014797,0.000846,0,0,0
214500,0.014358,0.000792,0,0,0
214600,0.014692,0.001775,0,0,0
214700,0.014797,0.000805,0,0,0
214800,0.014797,0.001113,0,0,0
214900,0.014989,0.00088,0,0,0
215000,0.014989,0.000816,0,0,0
215100,0.014989,0.000805,0,0,0
215200,0.01509,0.000805,0,0,0
215300,0.01651,0.001686,0,0,0
215400,0.09942,0.000805,0,0,0
215500,0.099448,0.001391,0,0,0
215600,0.099448,0.001183,0,0,0
215700,0.099448,0.000805,0,0,0
215800,0.130602,0.00096,0,0,0
215900,0.171468,0.000874,0,0,0
216000,0.171468,0.001074,0,0,0
216100,0.171468,0.000805,0,0,0
216200,0.171468,0.000805,0,0,0
216300,0.195537,0.005465,0,0,0
216400,0.205559,0.218235,1,0,0
216500,0.205559,0.000805,0,0,0
216600,0.205559,0.00088,0,0,0
216700,0.205559,0.000805,0,0,0
216800,0.205559,0.000794,0,0,0
216900,0.205559,0.000794,0,0,0
217000,0.205559,0.000792,0,0,0
217100,0.205559,0.000816,0,0,0
217200,0.205559,0.000805,0,0,0
217300,0.205559,0.000805,0,0,0
217400,0.205559,0.000804,0,0,0
217500,0.205559,0.000805,0,0,0
217600,0.205559,0.000805,0,0,0
217700,0.205559,0.001289,0,0,0
217800,0.205559,0.001221,0,0,0
217900,0.205559,0.000946,0,0,0
218000,0.205559,0.205559,1,0,0
218100,0.205559,0.000805,0,0,0
218200,0.205559,0.000813,0,0,0
218300,0.205559,0.000805,0,0,0
218400,0.205559,0.001455,0,0,0
218500,0.205559,0.000805,0,0,0
218600,0.205559,0.002901,0,0,0
218700,0.218235,0.000805,0,0,0
218800,0.218235,0.000805,0,0,0
218900,0.218235,0.000877,0,0,0
219000,0.218235,0.000785,0,0,0
219100,0.218235,0.000889,0,0,0
219200,0.218235,0.000972,0,0,0
219300,0.218235,0.000805,0,0,0
219400,0.218235,0.004056,0,0,0
219500,0.218307,0.205559,0,0,0
219600,0.218307,0.001006,0,0,0
219700,0.218307,0.000864,0,0,0
219800,0.218307,0.000792,0,0,0
219900,0.218307,0.000805,0,0,0
220000,0.218307,0.000792,0,0,0
220100,0.218307,0.00082,0,0,0
220200,0.218307,0.00082,0,0,0
220300,0.218286,0.000794,0,0,0
220400,0.218235,0.000839,0,0,0
220500,0.218235,0.000919,0,0,0
220600,0.218235,0.000805,0,0,0
220700,0.218235,0.001686,0,0,0
220800,0.225478,0.000805,0,0,0
220900,0.218235,0.000805,0,0,0
221000,0.218235,0.00081,0,0,0
221100,0.218235,0.000852,0,0,0
221200,0.218235,0.000805,0,0,0
221300,0.218235,0.001215,0,0,0
221400,0.205559,0.000805,0,0,0
221500,0.205559,0.000805,0,0,0
221600,0.205559,0.00087,0,0,0
221700,0.205559,0.000971,0,0,0
221800,0.205559,0.000805,0,0,0
221900,0.205559,0.000794,0,0,0
222000,0.205559,0.002642,0,0,0
222100,0.205559,0.000961,0,0,0
222200,0.205559,0.001801,0,0,0
222300,0.20809,0.002362,0,0,0
222400,0.208886,0.000805,0,0,0
222500,0.208886,0.000845,0,0,0
222600,0.208886,0.001091,0,0,0
222700,0.208886,0.001113,0,0,0
222800,0.208886,0.001575,0,0,0
222900,0.208886,0.00092,0,0,0
223000,0.205559,0.000792,0,0,0
223100,0.205559,0.001135,0,0,0
223200,0.205559,0.002773,0,0,0
223300,0.205559,0.001134,0,0,0
223400,0.205559,0.000805,0,0,0
223500,0.205559,0.00081,0,0,0
223600,0.205559,0.000805,0,0,0
223700,0.205559,0.000805,0,0,0
223800,0.205559,0.002112,0,0,0
223900,0.205559,0.000805,0,0,0
224000,0.205559,0.001036,0,0,0
224100,0.205559,0.000794,0,0,0
224200,0.205559,0.001636,0,0,0
224300,0.205559,0.000797,0,0,0
224400,0.205559,0.000797,0,0,0
224500,0.205559,0.003972,0,0,0
224600,0.205559,0.002642,0,0,0
224700,0.205559,0.000814,0,0,0
224800,0.205559,0.000792,0,0,0
224900,0.205559,0.000805,0,0,0
225000,0.205559,0.000786,0,0,0
225100,0.205559,0.000797,0,0,0
225200,0.205559,0.000786,0,0,0
225300,0.205559,0.00433,0,0,0
225400,0.205559,0.00085,0,0,0
225500,0.205559,0.001356,0,0,0
225600,0.205559,0.000805,0,0,0
225700,0.205559,0.000805,0,0,0
225800,0.112016,0.000803,0,0,0
225900,0.112017,0.000805,0,0,0
226000,0.112919,0.000805,0,0,0
226100,0.112919,0.000805,0,0,0
226200,0.112919,0.000785,0,0,0
226300,0.124158,0.003068,0,0,0
226400,0.124158,0.001106,0,0,0
226500,0.124158,0.00079,0,0,0
226600,0.124158,0.000805,0,0,0
226700,0.124158,0.000785,0,0,0
226800,0.124158,0.000805,0,0,0
226900,0.124158,0.000797,0,0,0
227000,0.124158,0.001323,0,0,0
227100,0.124158,0.000805,0,0,0
227200,0.124158,0.000805,0,0,0
227300,0.067875,0.000805,0,0,0
227400,0.039876,0.000938,0,0,0
227500,0.039876,0.000813,0,0,0
227600,0.039876,0.0008,0,0,0
227700,0.039876,0.000888,0,0,0
227800,0.039909,0.000896,0,0,0
227900,0.03991,0.000785,0,0,0
228000,0.03991,0.001434,0,0,0
228100,0.039876,0.001135,0,0,0
228200,0.03129,0.000805,0,0,0
228300,0.030976,0.000794,0,0,0
228400,0.030976,0.000896,0,0,0
228500,0.030976,0.000805,0,0,0
228600,0.03129,0.000805,0,0,0
228700,0.03129,0.000805,0,0,0
228800,0.03129,0.000805,0,0,0
228900,0.036037,0.000969,0,0,0
229000,0.037537,0.000805,0,0,0
229100,0.039876,0.000805,0,0,0
229200,0.04129,0.000792,0,0,0
229300,0.04129,0.000805,0,0,0
229400,0.04129,0.000805,0,0,0
229500,0.04129,0.000873,0,0,0
229600,0.030976,0.000805,0,0,0
229700,0.030973,0.000792,0,0,0
229800,0.030973,0.003611,0,0,0
229900,0.030973,0.000792,0,0,0
230000,0.030973,0.000792,0,0,0
230100,0.030973,0.000805,0,0,0
230200,0.030973,0.00081,0,0,0
230300,0.030973,0.000932,0,0,0
230400,0.030973,0.000805,0,0,0
230500,0.030973,0.000805,0,0,0
230600,0.030973,0.000805,0,0,0
230700,0.022771,0.003111,0,0,0
230800,0.01651,0.000953,0,0,0
230900,0.01651,0.000915,0,0,0
231000,0.016534,0.000896,0,0,0
231100,0.016514,0.000834,0,0,0
231200,0.01324,0.000786,0,0,0
231300,0.011089,0.000847,0,0,0
231400,0.011089,0.000812,0,0,0
231500,0.009751,0.00082,0,0,0
231600,0.009989,0.000805,0,0,0
231700,0.011089,0.000794,0,0,0
231800,0.013239,0.003603,0,0,0
231900,0.01325,0.000805,0,0,0
232000,0.01325,0.000805,0,0,0
232100,0.023567,0.002818,0,0,0
232200,0.024364,0.000919,0,0,0
232300,0.024364,0.00153,0,0,0
232400,0.024364,0.000805,0,0,0
232500,0.023568,0.002664,0,0,0
232600,0.022749,0.00076,0,0,0
232700,0.01652,0.001398,0,0,0
232800,0.016561,0.000972,0,0,0
232900,0.023554,0.000805,0,0,0
233000,0.024318,0.000805,0,0,0
233100,0.030704,0.00081,0,0,0
233200,0.029356,0.000805,0,0,0
233300,0.029356,0.000805,0,0,0
233400,0.031308,0.000805,0,0,0
233500,0.052561,0.000877,0,0,0
233600,0.052562,0.000805,0,0,0
233700,0.054674,0.000805,0,0,0
233800,0.054674,0.00097,0,0,0
233900,0.056808,0.000805,0,0,0
234000,0.063291,0.000805,0,0,0
234100,0.063291,0.001006,0,0,0
234200,0.054729,0.000805,0,0,0
234300,0.067496,0.002325,0,0,0
234400,0.067496,0.000899,0,0,0
234500,0.067496,0.000807,0,0,0
234600,0.067496,0.000805,0,0,0
234700,0.067496,0.000805,0,0,0
234800,0.067496,0.000805,0,0,0
234900,0.067496,0.000805,0,0,0
